Attendance,Hours_Studied,Support_Multiplier,Overcoming_Odds,Disadvantage_Score,Tutoring_Sessions,Motivation_Sustainability,Access_to_Resources,Parental_Education_Level,Previous_Scores,Inefficiency_Flag,Teacher_Quality,Motivation_Level,Effort_Payoff,Family_Income,Sleep_Hours,Physical_Activity,Peer_Influence,Support_Index,Resilience_Score,Exam_Score
86,43,15.049999999999999,87,2,2,1.6683999999999999,Medium,High School,97,False,High,Medium,2.2045454545454546,Medium,7,1,Positive,7.0,0,78
77,23,6.8999999999999995,59,2,1,0.5313,High,High School,69,False,Medium,Low,2.875,Medium,6,2,Positive,6.0,0,67
89,27,8.100000000000001,79,2,3,1.5842,High,High School,89,False,Medium,Medium,3.1785714285714284,Medium,6,3,Positive,6.0,0,74
94,26,7.800000000000001,59,4,1,2.2278,High,Postgraduate,79,False,High,High,2.925925925925926,Low,5,2,Positive,6.0,1,74
66,24,4.8,57,5,1,0.5412,Low,High School,82,False,Medium,Low,3.28,Medium,9,2,Neutral,4.0,0,62
78,18,4.5,67,2,2,1.2012,Medium,High School,77,False,Medium,Medium,4.052631578947368,Medium,5,4,Neutral,5.0,0,66
76,25,7.5,74,3,3,2.0292000000000003,Medium,High School,89,False,High,High,3.423076923076923,Medium,5,3,Neutral,6.0,1,69
87,15,5.25,32,4,2,0.9048,High,College,52,False,High,Medium,3.25,Low,10,3,Positive,7.0,0,68
70,19,4.75,29,5,0,1.134,Low,High School,54,False,Medium,High,2.7,Medium,7,2,Positive,5.0,0,89
86,17,3.4,40,3,2,0.47300000000000003,Low,College,55,False,Medium,Low,3.0555555555555554,High,5,4,Neutral,4.0,0,66
95,20,6.0,39,5,2,0.608,Medium,High School,64,False,High,Low,3.0476190476190474,Medium,7,3,Neutral,6.0,0,68
77,34,10.2,55,5,0,0.6160000000000001,Low,High School,80,False,Medium,Low,2.2857142857142856,Medium,7,3,Positive,6.0,0,69
96,9,2.7,57,5,0,2.3615999999999997,Medium,College,82,False,Medium,High,8.2,Low,4,4,Positive,6.0,1,67
100,24,7.199999999999999,81,1,2,0.86,High,High School,86,False,Medium,Low,3.44,Medium,6,5,Positive,6.0,0,75
64,10,2.5,54,2,0,1.2288,High,High School,64,False,Medium,High,5.818181818181818,Medium,7,4,Positive,5.0,0,60
69,17,5.95,73,2,2,1.1453999999999998,Medium,College,83,False,High,Medium,4.611111111111111,Medium,9,4,Positive,7.0,0,66
98,27,8.100000000000001,41,3,1,0.5488000000000001,High,College,56,True,Medium,Low,2.0,High,7,3,Positive,6.0,0,73
98,20,5.0,25,5,1,0.49,Low,High School,50,False,High,Low,2.380952380952381,Medium,7,2,Neutral,5.0,0,68
64,14,3.5,70,3,0,1.088,Medium,High School,85,False,Medium,Medium,5.666666666666667,Medium,6,3,Neutral,5.0,0,62
61,16,4.800000000000001,61,5,2,0.5246,Medium,High School,86,False,High,Low,5.0588235294117645,Low,9,2,Positive,6.0,0,62
66,24,6.0,61,4,1,1.6038000000000001,Low,High School,81,False,Medium,High,3.24,Medium,8,4,Neutral,5.0,0,65
100,16,3.2,33,6,2,1.8900000000000001,Low,High School,63,False,Medium,High,3.7058823529411766,Low,8,3,Negative,4.0,0,69
67,21,4.2,71,5,3,0.6432,Medium,High School,96,False,Medium,Low,4.363636363636363,Low,7,2,Neutral,4.0,0,64
80,20,4.0,74,4,0,1.504,High,Postgraduate,94,False,Low,Medium,4.476190476190476,Low,5,4,Positive,4.0,0,67
94,16,4.800000000000001,61,3,0,1.4287999999999998,High,High School,76,False,High,Medium,4.470588235294118,Low,9,2,Neutral,6.0,0,70
61,33,8.25,84,3,2,1.8117,Medium,College,99,False,High,High,2.911764705882353,Medium,7,3,Neutral,5.0,0,70
84,24,7.199999999999999,45,4,3,0.546,Low,High School,65,False,High,Low,2.6,Medium,7,3,Positive,6.0,0,69
71,8,2.4000000000000004,55,4,0,1.065,Low,High School,75,False,High,Medium,8.333333333333334,Medium,8,3,Positive,6.0,0,61
94,21,4.2,81,3,0,0.9023999999999999,Medium,Postgraduate,96,False,Medium,Low,4.363636363636363,Medium,7,2,Neutral,4.0,0,69
71,16,4.0,63,2,1,1.0366,Medium,High School,73,False,Medium,Medium,4.294117647058823,Medium,5,0,Neutral,5.0,0,63
87,25,7.5,49,5,0,0.6438,Low,High School,74,False,High,Low,2.8461538461538463,Medium,7,4,Neutral,6.0,0,67
87,15,3.0,29,5,1,0.9396000000000001,Medium,,54,False,Medium,Medium,3.375,Medium,4,6,Neutral,4.0,0,65
69,19,5.699999999999999,51,2,3,1.2627,Medium,High School,61,False,High,High,3.05,High,7,4,Neutral,6.0,1,66
61,23,4.6,33,5,4,0.7075999999999999,Medium,High School,58,False,Medium,Medium,2.4166666666666665,Medium,9,2,Neutral,4.0,0,63
76,25,5.0,68,2,2,1.1856,High,High School,78,False,Medium,Medium,3.0,Medium,4,3,Negative,4.0,0,68
72,13,3.25,51,3,0,0.9504,High,Postgraduate,66,False,High,Medium,4.714285714285714,Low,7,4,Neutral,5.0,0,65
92,18,5.4,29,5,1,0.9936000000000001,Medium,High School,54,False,Medium,Medium,2.8421052631578947,Medium,8,3,Positive,6.0,0,67
92,17,5.1,40,7,2,1.3800000000000001,Low,Postgraduate,75,False,High,Medium,4.166666666666667,Medium,8,3,Neutral,6.0,0,68
78,16,2.4000000000000004,63,4,0,1.2948,High,College,83,False,Low,Medium,4.882352941176471,Low,6,3,Neutral,3.0,0,64
84,31,7.75,72,3,0,2.1924,Medium,College,87,False,Medium,High,2.71875,Medium,5,3,Positive,5.0,0,71
84,22,5.5,77,3,0,0.7728,Medium,High School,92,False,Medium,Low,4.0,Medium,6,5,Neutral,5.0,0,69
93,12,3.0,59,3,1,0.6882,Medium,Postgraduate,74,False,Medium,Low,5.6923076923076925,Medium,9,3,Neutral,5.0,0,67
77,26,3.9000000000000004,50,4,2,0.5389999999999999,Medium,College,70,False,Low,Low,2.5925925925925926,High,4,3,Neutral,3.0,0,65
71,33,8.25,59,5,1,1.1927999999999999,Medium,High School,84,False,Medium,Medium,2.4705882352941178,Medium,5,2,Positive,5.0,0,68
71,26,7.800000000000001,46,1,1,0.3621,Medium,Postgraduate,51,True,Medium,Low,1.8888888888888888,High,6,3,Positive,6.0,0,67
81,11,3.3000000000000003,67,3,3,1.9926,Medium,High School,82,False,High,High,6.833333333333333,Medium,6,4,Neutral,6.0,1,67
78,17,5.95,50,4,2,1.0919999999999999,High,High School,70,False,High,Medium,3.888888888888889,Low,7,3,Positive,7.0,0,66
78,28,5.6,63,2,2,1.7082,Medium,College,73,False,Medium,High,2.5172413793103448,Medium,9,4,Neutral,4.0,0,70
64,16,5.6000000000000005,45,4,3,0.8320000000000001,Low,Postgraduate,65,False,High,Medium,3.823529411764706,Medium,5,4,Positive,7.0,0,65
89,23,5.75,21,7,4,0.49840000000000007,Low,Postgraduate,56,False,Low,Low,2.3333333333333335,Medium,7,4,Positive,5.0,0,69
69,25,8.75,60,2,1,0.48299999999999993,Medium,High School,70,False,High,Low,2.6923076923076925,High,7,4,Positive,7.0,0,65
68,14,2.8,60,1,1,0.8840000000000001,Medium,College,65,False,Medium,Medium,4.333333333333333,High,6,3,Neutral,4.0,0,63
77,20,5.0,73,5,2,0.7546,Medium,Postgraduate,98,False,High,Low,4.666666666666667,Low,5,2,Neutral,5.0,0,67
69,1,0.30000000000000004,77,4,1,1.3385999999999998,Medium,High School,97,False,Medium,Medium,48.5,Low,6,3,Positive,6.0,0,61
83,14,4.199999999999999,57,5,0,1.3611999999999997,Low,High School,82,False,Medium,Medium,5.466666666666667,Medium,6,2,Positive,6.0,0,65
75,18,3.6,65,6,1,1.4249999999999998,High,College,95,False,Low,Medium,5.0,Low,8,2,Neutral,4.0,0,66
78,13,2.6,83,1,0,2.0591999999999997,High,College,88,False,Low,High,6.285714285714286,High,8,3,Neutral,4.0,0,66
81,30,7.5,47,4,1,1.0854000000000001,Low,High School,67,False,High,Medium,2.161290322580645,High,5,1,Negative,5.0,0,69
68,11,2.75,65,3,2,1.088,Medium,College,80,False,Medium,Medium,6.666666666666667,Medium,6,3,Positive,5.0,0,63
66,17,4.25,46,3,1,0.8052,High,Postgraduate,61,False,Medium,Medium,3.388888888888889,High,6,6,Positive,5.0,0,65
95,21,4.2,54,6,0,0.7979999999999999,Low,High School,84,False,Medium,Low,3.8181818181818183,High,10,4,Neutral,4.0,0,67
77,29,5.8,52,0,2,0.8008000000000001,High,High School,52,True,Medium,Medium,1.7333333333333334,High,7,3,Negative,4.0,0,69
76,11,1.6500000000000001,67,5,4,1.3984,Medium,Postgraduate,92,False,Low,Medium,7.666666666666667,Medium,5,2,Negative,3.0,0,65
61,27,6.75,54,5,1,0.9638,Medium,High School,79,False,Medium,Medium,2.8214285714285716,Low,6,3,Positive,5.0,0,65
80,20,5.0,23,6,0,0.8480000000000001,Low,College,53,False,Medium,Medium,2.5238095238095237,Low,6,2,Neutral,5.0,0,65
82,14,3.5,74,4,2,0.7707999999999999,High,College,94,False,High,Low,6.266666666666667,Low,8,5,Negative,5.0,0,67
82,23,4.6,69,5,1,1.5415999999999999,Medium,High School,94,False,Medium,Medium,3.9166666666666665,Medium,8,2,Negative,4.0,0,66
88,21,5.25,73,4,4,1.6368,High,High School,93,False,Medium,Medium,4.2272727272727275,Low,7,3,Positive,5.0,0,72
67,16,4.0,69,4,3,1.7889000000000002,High,College,89,False,Medium,High,5.235294117647059,Low,7,3,Positive,5.0,0,66
70,20,6.0,69,3,2,0.588,Medium,College,84,False,High,Low,4.0,Medium,7,4,Neutral,6.0,0,65
92,18,4.5,50,4,1,1.288,Medium,High School,70,False,Medium,Medium,3.6842105263157894,Low,7,3,Neutral,5.0,0,69
98,21,3.1500000000000004,37,4,2,1.1172,Low,High School,57,False,Low,Medium,2.590909090909091,High,4,2,Neutral,3.0,0,68
65,24,4.8,44,4,1,0.41600000000000004,Low,Postgraduate,64,False,Medium,Low,2.56,High,7,1,Neutral,4.0,0,64
80,30,4.5,47,4,3,1.072,High,College,67,False,Medium,Medium,2.161290322580645,Medium,6,4,Negative,3.0,0,69
69,13,3.9000000000000004,48,4,0,0.4692,Low,High School,68,False,Medium,Low,4.857142857142857,High,5,1,Positive,6.0,0,59
62,33,9.899999999999999,68,2,0,0.9672000000000001,Medium,High School,78,False,Medium,Medium,2.2941176470588234,Medium,10,3,Positive,6.0,0,68
73,8,1.6,50,2,0,0.876,Medium,High School,60,False,Medium,Medium,6.666666666666667,High,7,3,Neutral,4.0,0,60
66,19,2.8499999999999996,54,1,1,0.7788,High,High School,59,False,Medium,Medium,2.95,High,7,3,Negative,3.0,0,62
88,24,3.5999999999999996,51,7,0,0.7568,Medium,College,86,False,Low,Low,3.44,Low,6,3,Negative,3.0,0,67
81,22,6.6000000000000005,30,4,4,1.215,High,High School,50,False,Medium,High,2.1739130434782608,Medium,8,5,Positive,6.0,1,68
66,16,4.800000000000001,47,2,3,1.1285999999999998,High,High School,57,False,Medium,High,3.3529411764705883,Medium,5,3,Positive,6.0,1,64
60,19,6.6499999999999995,52,4,3,1.2959999999999998,High,High School,72,False,High,High,3.6,Low,7,3,Positive,7.0,1,65
92,17,5.1,22,7,2,1.0488,Low,High School,57,False,Medium,Medium,3.1666666666666665,Medium,6,2,Positive,6.0,0,65
67,16,2.4000000000000004,78,4,0,1.3132000000000001,Medium,High School,98,False,Low,Medium,5.764705882352941,Low,8,3,Neutral,3.0,0,63
84,25,8.75,59,5,2,0.7055999999999999,Low,High School,84,False,High,Low,3.230769230769231,Medium,6,3,Positive,7.0,0,70
73,22,6.6000000000000005,47,5,3,0.5256,Medium,High School,72,False,Medium,Low,3.130434782608696,Medium,9,3,Positive,6.0,0,66
83,16,4.800000000000001,51,1,4,0.46480000000000005,High,High School,56,False,Medium,Low,3.2941176470588234,High,7,3,Positive,6.0,0,68
73,25,6.25,34,7,3,1.0073999999999999,Low,High School,69,False,Medium,Medium,2.6538461538461537,Medium,8,3,Positive,5.0,0,66
63,22,3.3000000000000003,48,7,3,1.0458,Low,College,83,False,Medium,Medium,3.608695652173913,Medium,8,1,Negative,3.0,0,63
69,25,5.0,78,4,1,1.3523999999999998,Medium,College,98,False,Medium,Medium,3.769230769230769,Low,9,3,Negative,4.0,0,66
68,24,6.0,59,3,1,1.0064,Medium,High School,74,False,Medium,Medium,2.96,Medium,6,3,Neutral,5.0,0,65
77,15,4.5,60,5,1,1.9635,Medium,Postgraduate,85,False,Medium,High,5.3125,Low,8,2,Positive,6.0,1,66
86,17,4.25,45,3,2,1.548,Low,College,60,False,Low,High,3.3333333333333335,High,4,3,Positive,5.0,0,67
71,24,7.199999999999999,56,5,0,1.1502000000000001,Medium,High School,81,False,Medium,Medium,3.24,Low,7,3,Positive,6.0,0,66
60,24,4.8,27,7,4,1.1159999999999999,Medium,High School,62,True,High,High,2.48,Low,6,3,Negative,4.0,0,63
81,20,6.0,45,3,3,0.486,Medium,High School,60,False,Medium,Low,2.857142857142857,Medium,5,4,Positive,6.0,0,66
84,21,5.25,65,2,1,0.63,Medium,College,75,False,Medium,Low,3.409090909090909,High,6,3,Positive,5.0,0,67
99,28,8.399999999999999,36,5,1,1.2078,Medium,High School,61,True,Medium,Medium,2.103448275862069,Low,6,3,Positive,6.0,0,71
84,16,4.0,66,4,1,1.4447999999999999,High,High School,86,False,Medium,Medium,5.0588235294117645,Low,7,2,Neutral,5.0,0,67
79,23,4.6,92,1,1,1.5326,High,High School,97,False,Low,Medium,4.041666666666667,High,6,4,Neutral,4.0,0,69
83,19,3.8,45,5,2,1.162,Medium,Postgraduate,70,False,Medium,Medium,3.5,Low,7,4,Negative,4.0,0,67
97,19,5.699999999999999,56,2,2,1.9206,Medium,College,66,False,Medium,High,3.3,Medium,6,2,Positive,6.0,1,72
93,27,4.050000000000001,29,6,2,1.6461,Low,High School,59,True,Medium,High,2.107142857142857,Low,6,4,Negative,3.0,0,70
73,25,6.25,50,4,0,0.511,High,Postgraduate,70,False,Medium,Low,2.6923076923076925,Low,7,4,Neutral,5.0,0,67
69,25,6.25,48,6,0,1.0764,High,High School,78,False,High,Medium,3.0,Low,7,3,Negative,5.0,0,64
71,28,7.0,54,3,1,1.4696999999999998,Medium,College,69,False,High,High,2.3793103448275863,Medium,8,1,Neutral,5.0,0,67
80,20,3.0,61,4,3,1.2960000000000003,High,Postgraduate,81,False,Medium,Medium,3.857142857142857,Medium,8,4,Negative,3.0,0,69
90,24,6.0,38,9,0,1.494,Low,College,83,False,Medium,Medium,3.32,Low,7,3,Positive,5.0,0,68
80,18,2.7,30,5,2,0.44000000000000006,Medium,High School,55,False,Low,Low,2.8947368421052633,Low,8,3,Neutral,3.0,0,63
63,22,5.5,80,1,4,1.071,High,College,85,False,High,Medium,3.6956521739130435,High,7,3,Negative,5.0,0,68
89,19,5.699999999999999,85,2,0,1.6909999999999998,Medium,High School,95,False,Medium,Medium,4.75,Medium,7,3,Positive,6.0,0,70
92,21,5.25,26,5,0,0.4692,Low,College,51,False,Medium,Low,2.3181818181818183,Medium,8,2,Neutral,5.0,0,66
72,24,4.8,63,3,0,1.6848,High,High School,78,False,High,High,3.12,Low,6,6,Negative,4.0,0,68
87,15,4.5,50,6,0,2.088,Low,College,80,False,Medium,High,5.0,Low,4,3,Positive,6.0,1,67
77,33,8.25,55,6,0,1.309,High,High School,85,False,Medium,Medium,2.5,Low,5,5,Neutral,5.0,0,69
96,14,2.8,44,5,0,1.9871999999999999,Low,College,69,False,Medium,High,4.6,Medium,9,3,Negative,4.0,0,66
94,13,3.25,66,5,3,0.8553999999999999,Medium,High School,91,False,Medium,Low,6.5,Low,7,3,Neutral,5.0,0,68
81,27,5.4,62,3,2,1.2474,Medium,Postgraduate,77,False,Low,Medium,2.75,Medium,7,2,Neutral,4.0,0,69
88,25,7.5,55,3,1,0.616,Medium,Postgraduate,70,False,Medium,Low,2.6923076923076925,Medium,7,3,Positive,6.0,0,70
95,24,7.199999999999999,76,2,1,2.4509999999999996,High,College,86,False,High,High,3.44,Medium,8,3,Neutral,6.0,1,74
80,24,8.4,76,4,0,2.3040000000000003,High,College,96,False,High,High,3.84,Low,7,0,Positive,7.0,1,70
73,20,6.0,76,3,1,0.6643,Medium,Postgraduate,91,False,High,Low,4.333333333333333,Medium,7,2,Neutral,6.0,0,66
90,15,3.75,77,4,1,1.746,Medium,College,97,False,High,Medium,6.0625,Low,8,3,Negative,5.0,0,69
69,20,3.0,43,4,0,0.4347,High,Postgraduate,63,False,Medium,Low,3.0,Low,6,3,Negative,3.0,0,64
76,16,4.800000000000001,26,6,1,0.8512000000000001,High,High School,56,False,Medium,Medium,3.2941176470588234,Low,8,1,Positive,6.0,0,62
95,26,5.2,57,4,0,1.4629999999999999,High,High School,77,False,Medium,Medium,2.8518518518518516,Medium,7,3,Neutral,4.0,0,70
89,19,3.8,42,2,2,0.9256000000000001,Medium,High School,52,False,Medium,Medium,2.6,Medium,7,4,Negative,4.0,0,68
76,15,4.5,69,3,0,0.6384,Medium,College,84,False,High,Low,5.25,Medium,6,3,Neutral,6.0,0,65
69,18,4.5,57,1,3,0.42779999999999996,High,High School,62,False,Medium,Low,3.263157894736842,Medium,7,3,Positive,5.0,0,65
74,22,7.700000000000001,73,0,3,0.5402,High,Postgraduate,73,False,High,Low,3.1739130434782608,High,6,4,Positive,7.0,0,71
71,17,4.25,73,2,2,0.5892999999999999,Medium,High School,83,False,Medium,Low,4.611111111111111,Medium,9,5,Neutral,5.0,0,66
67,15,2.25,49,5,0,0.9916,Medium,College,74,False,Medium,Medium,4.625,Low,4,3,Negative,3.0,0,61
90,21,5.25,37,5,2,0.558,Medium,High School,62,False,High,Low,2.8181818181818183,Medium,8,5,Negative,5.0,0,67
70,21,6.300000000000001,64,6,0,1.3159999999999998,High,College,94,False,High,Medium,4.2727272727272725,Low,4,2,Neutral,6.0,0,65
78,17,2.55,68,4,0,1.3728,High,High School,88,False,Medium,Medium,4.888888888888889,Low,8,3,Negative,3.0,0,65
75,17,5.1,60,4,1,1.2000000000000002,High,High School,80,False,Medium,Medium,4.444444444444445,Low,6,5,Positive,6.0,0,65
99,21,5.25,70,3,4,2.5244999999999997,Medium,High School,85,False,Medium,High,3.8636363636363638,Medium,8,4,Positive,5.0,0,73
76,11,2.2,56,3,1,1.0792,Medium,College,71,False,Low,Medium,5.916666666666667,Medium,7,2,Neutral,4.0,0,62
63,12,3.0,59,2,0,0.4347,High,College,69,False,High,Low,5.3076923076923075,Medium,5,2,Negative,5.0,0,60
64,16,4.800000000000001,33,5,1,0.3712,Medium,College,58,False,Medium,Low,3.411764705882353,Medium,9,3,Positive,6.0,0,61
84,19,4.75,55,7,2,2.2680000000000002,Medium,Postgraduate,90,False,Medium,High,4.5,Low,8,3,Neutral,5.0,0,67
84,22,5.5,59,2,3,1.1591999999999998,Medium,College,69,False,High,Medium,3.0,Medium,8,4,Neutral,5.0,0,70
77,29,7.25,65,4,1,1.309,High,College,85,False,Medium,Medium,2.8333333333333335,Medium,6,1,Positive,5.0,0,69
77,25,7.5,40,5,0,1.5015,Low,College,65,False,Medium,High,2.5,Medium,8,5,Positive,6.0,1,66
62,19,5.699999999999999,65,5,2,0.558,Medium,College,90,False,High,Low,4.5,Low,5,3,Positive,6.0,0,64
81,20,6.0,50,1,1,0.8910000000000001,Medium,Postgraduate,55,False,Medium,Medium,2.619047619047619,High,4,2,Positive,6.0,0,68
80,14,4.199999999999999,61,4,1,1.2960000000000003,Medium,Postgraduate,81,False,Medium,Medium,5.4,Low,5,4,Positive,6.0,0,67
66,20,4.0,75,3,0,1.782,Medium,College,90,False,Medium,High,4.285714285714286,Medium,6,1,Neutral,4.0,0,64
64,18,5.4,58,5,2,1.5936,Medium,College,83,False,Medium,High,4.368421052631579,Low,6,2,Positive,6.0,1,65
65,22,6.6000000000000005,70,3,2,1.105,High,Postgraduate,85,False,Medium,Medium,3.6956521739130435,High,6,3,Positive,6.0,0,66
64,15,4.5,61,3,2,1.4592,Medium,High School,76,False,Medium,High,4.75,Medium,6,4,Positive,6.0,1,63
84,23,3.4499999999999997,58,4,2,0.6552,Medium,High School,78,False,Low,Low,3.25,Low,6,2,Negative,3.0,0,68
68,29,5.8,43,2,1,0.7208000000000001,High,High School,53,True,Medium,Medium,1.7666666666666666,Medium,4,4,Negative,4.0,0,66
70,19,2.8499999999999996,38,5,3,0.44099999999999995,Medium,High School,63,False,Low,Low,3.15,Low,7,5,Neutral,3.0,0,63
67,22,5.5,51,7,1,0.5762,Medium,High School,86,False,Medium,Low,3.739130434782609,Low,7,3,Positive,5.0,0,63
98,24,7.199999999999999,87,2,1,1.9012,Medium,College,97,False,Medium,Medium,3.88,Medium,6,4,Positive,6.0,0,74
94,18,6.3,67,2,1,0.7238,High,College,77,False,High,Low,4.052631578947368,Medium,9,2,Positive,7.0,0,70
69,21,5.25,71,3,2,1.1867999999999999,High,High School,86,False,Medium,Medium,3.909090909090909,Low,7,3,Neutral,5.0,0,68
73,20,5.0,69,3,0,1.2264,Medium,Postgraduate,84,False,Medium,Medium,4.0,Medium,7,4,Neutral,5.0,0,66
68,21,5.25,75,5,0,0.68,Low,High School,100,False,Medium,Low,4.545454545454546,Medium,8,4,Positive,5.0,0,63
80,15,3.75,60,6,4,1.4400000000000002,High,College,90,False,Medium,Medium,5.625,Low,5,3,Positive,5.0,0,67
61,20,3.0,66,3,1,0.9882000000000001,Medium,High School,81,False,Low,Medium,3.857142857142857,Medium,7,3,Neutral,3.0,0,62
87,23,6.8999999999999995,51,1,1,0.9744,High,Postgraduate,56,False,High,Medium,2.3333333333333335,Medium,8,3,Positive,6.0,0,71
81,29,5.8,58,2,2,1.1016000000000001,Medium,Postgraduate,68,False,Medium,Medium,2.2666666666666666,Medium,7,4,Neutral,4.0,0,72
96,26,7.800000000000001,53,2,1,1.2096,Medium,Postgraduate,63,True,Medium,Medium,2.3333333333333335,High,5,2,Positive,6.0,0,72
67,33,9.899999999999999,68,5,0,1.8693000000000004,Medium,High School,93,False,High,High,2.735294117647059,Low,6,3,Neutral,6.0,1,68
92,15,3.0,47,5,1,0.6624,Low,High School,72,False,Medium,Low,4.5,Medium,7,5,Negative,4.0,0,66
92,25,6.25,52,5,0,1.4168,Medium,High School,77,False,Medium,Medium,2.9615384615384617,Low,4,3,Positive,5.0,0,70
65,21,6.300000000000001,63,7,2,1.911,Low,Postgraduate,98,False,Medium,High,4.454545454545454,Low,5,4,Positive,6.0,1,66
76,33,9.899999999999999,82,2,1,0.6992,Medium,Postgraduate,92,False,Medium,Low,2.7058823529411766,High,10,3,Positive,6.0,0,72
67,15,4.5,84,1,0,0.5963,Medium,High School,89,False,High,Low,5.5625,High,8,4,Neutral,6.0,0,64
70,15,2.25,47,2,1,0.7979999999999999,Medium,High School,57,False,Medium,Medium,3.5625,Medium,9,3,Negative,3.0,0,63
71,16,2.4000000000000004,26,5,0,0.7242,Medium,Postgraduate,51,False,Medium,Medium,3.0,Low,8,2,Negative,3.0,0,61
82,7,1.4,41,3,0,0.9184,High,High School,56,False,Medium,Medium,7.0,Low,8,2,Negative,4.0,0,62
76,17,5.1,77,2,1,1.9836000000000003,High,High School,87,False,High,High,4.833333333333333,Medium,7,4,Positive,6.0,1,68
98,15,4.5,46,5,1,0.6958,Medium,High School,71,False,Medium,Low,4.4375,Medium,8,3,Positive,6.0,0,68
65,21,5.25,31,5,1,1.0920000000000003,Medium,High School,56,False,Medium,High,2.5454545454545454,Medium,9,5,Positive,5.0,0,63
99,22,5.5,62,5,1,0.8613,Low,High School,87,False,Medium,Low,3.782608695652174,Medium,8,4,Neutral,5.0,0,70
69,31,7.75,30,6,1,0.828,Low,Postgraduate,60,True,Medium,Medium,1.875,Low,7,3,Neutral,5.0,0,68
91,26,6.5,59,4,1,1.4378000000000002,Medium,High School,79,False,Medium,Medium,2.925925925925926,Low,7,5,Neutral,5.0,0,72
74,17,4.25,62,5,4,1.2876,Medium,College,87,False,Low,Medium,4.833333333333333,Low,8,3,Positive,5.0,0,67
66,15,3.0,50,6,1,1.056,High,College,80,False,Medium,Medium,5.0,Low,6,1,Neutral,4.0,0,61
94,23,4.6,65,7,0,1.88,Medium,Postgraduate,100,False,Medium,Medium,4.166666666666667,Low,8,3,Neutral,4.0,0,69
72,12,3.0,37,7,2,1.5552000000000001,Low,High School,72,False,High,High,5.538461538461538,Low,6,2,Negative,5.0,0,61
86,31,9.3,61,1,3,1.1352,High,College,66,False,Medium,Medium,2.0625,Medium,6,3,Positive,6.0,0,75
83,27,4.050000000000001,45,3,0,0.9959999999999999,Low,College,60,True,Low,Medium,2.142857142857143,High,5,2,Neutral,3.0,0,68
79,17,5.1,50,5,1,0.5925,Low,High School,75,False,High,Low,4.166666666666667,Medium,6,4,Neutral,6.0,0,65
80,10,,83,2,4,2.2320000000000007,Medium,College,93,False,,High,8.454545454545455,Medium,6,3,Negative,,0,67
89,28,4.199999999999999,87,2,3,2.5898999999999996,High,High School,97,False,Low,High,3.3448275862068964,Medium,10,6,Negative,3.0,0,75
64,19,4.75,74,5,1,1.2672,Medium,College,99,False,Medium,Medium,4.95,Medium,6,3,Positive,5.0,0,64
87,27,6.75,52,5,1,1.3398,Medium,High School,77,False,High,Medium,2.75,Low,8,4,Neutral,5.0,0,70
96,10,2.0,75,1,0,1.536,High,High School,80,False,Medium,Medium,7.2727272727272725,Medium,6,4,Neutral,4.0,0,67
62,16,4.0,64,3,2,0.4898,Medium,High School,79,False,Medium,Low,4.647058823529412,Medium,7,3,Neutral,5.0,0,63
